NavB_up	MemB_up	CD8T_up	CD4T_up	NKcell_up	Monocyte_up	NavB_dn	MemB_dn	CD8T_dn	CD4T_dn	NKcell_dn	Monocyte_dn
ZFP623	0	0	0.0033477220959631	0	0	0.00208455570487687	0.0602181386038501	0.00478637549174596	0	0.00604366949854447	0.00715402894195508	0
ZFP707	0	0	0.0355671826011705	0.0108069316772045	0.0134340211209062	0	0.011712297826682	0.0139947165011434	0	0	0	0.0292037930692496
MAPK15	0.00535009595839677	0	0.048987754948716	0	0.00818633841780914	0	0	0.0137293173566278	0	0.00530119118645519	0	0.0257117813618724
GRINA	0	0	0	0	0.139778545623823	0.024304467579176	0.0474310775851904	0.00591971845441559	0.140590029291416	0.0825141406272486	0	0
EXOSC4	0	0	0	0	0.0190888949786378	0	0.015550829715363	0.0105337020094076	0.00255893738280395	0.0242717150701116	0	0.0133882926015937
GPAA1	0	0	0	0	0.00835726034458309	0	0.0625882095498345	0.0412037547467665	0.0525616369227747	0.0250363219871654	0	0.00296615740502417
CYC1	0	0	0	0.00567058782443449	0	0.00179332175946634	0.0285221512164471	0.036855510063518	0.0395800982287631	0	0.0102550367392859	0
MAF1	0.00573037451542951	0.00327441722241422	0	0	0.0322048157482009	0	0	0	0.0249002849094529	0.0385644272361568	0	0.00724922117867333
FAM203A	0	0.00623063957335037	0.0108325413020808	0	0	0	0.00535344135258144	0	0	0.0357687947520202	0.0262025768769035	0.0155524113234915
SCX	0.00879090717275956	0	0.0394581679012229	0.0205217219368344	0	0	0	0.00804373513001853	0	0	0.0226474775766092	0.016110280862152
HSF1	0.0386353867226585	0.0195674780421306	0.012732360773203	0.0462297140423879	0.000909639141622796	0	0	0	0	0	0	0.0247563684938583
SLC52A2	0.00789561026867679	0.0142468433761081	0.000471921771894428	0.027471880900889	0.00226431483939505	0	0	0	0	0	0	0.00259128830552697
KIFC2	0.0146493623871958	0	0.0170028996914164	0.0026960014081736	0	0	0	0.00931366889134914	0	0	0.00932897812149209	0.0305285088557156
PPP1R16A	0	0.00292243581434629	0	0	0	0	0.00832501700945436	0	0.0217756764274066	0.0114459107430468	0.00358708339108232	0.0108481089836844
GPT	0	0	0.029758646962619	0.00605119915185123	0	0	0.0041914915348507	0.00517971542247182	0	0	0.0202555302803863	0.018754977355823
LRRC14	0.00555602716563305	0.00698899553293665	0	0.00408268134769744	0	0	0	0	0.00477143657762408	0	0.0068853185406152	0.00363653565521904
ZFP7	0.0368358086229203	0.0132955914553891	0.0614127827313249	0.0585225346299126	0.0300661857170434	0	0	0	0	0	0	0.0896743200993347
COMMD5	0	0	0	0	0.00465325660377403	0	0.00497587943469957	0.0070927058223603	0.00546174859707606	0.0236234732713178	0	0.00827697266103923
RPL8	0.00626014779197798	0.0194220167046747	0.00147525064882953	0.0440705684789304	0	0	0	0	0	0	0.0324067594095557	0.00556419280975622
1110038F14RIK	0	0	0.0004041760441752	0	0	0	0.0117000032334423	0.0235950220859658	0	0.0100106863545584	0.00530860198447176	0.00653860567818536
APOL6	0.0164587094515666	0	0.0166345435255734	0.0129654583871361	0	0	0	0.00993385132114043	0	0	0.00405553330325822	0.0190886174086707
APOL10A	0	0.000804290643562729	0	0.0036711336991003	0	0	0.00603766942503152	0	0.0035513882348818	0	0.0250647494224107	0.00084475400379741
NCF4	0.186929703646824	0.236557751931849	0	0	0.0242526103858553	0.165266363636077	0	0	0.0339231702184222	0.136236699962314	0	0
CSF2RB	0.0169332573493439	0.983779512035176	0	0	0	0.842081512804202	0	0	0.176920477370839	0.27843974317323	0.138740707160305	0
MPST	0	0	0	0.000188923848453441	0.0215102038329183	0	0.00612461586376444	0.0145312072041616	0.00585382922162534	0	0	0.0156996487681346
KCTD17	0	0	0.00467939262334947	0	0	0	0.0198893072280228	0.051497535177551	0	0.00675786645048389	0.0240780033702718	0.0142451197556013
CYTH4	0	0.00622000044274566	0	0	0.0810819475112289	0.0694542188151316	0.0330585023518226	0	0.00312562797266251	0.00888659843860572	0	0
CDC42EP1	0.000988542035625422	0	0.0237349989136957	0.00012390056229844	0.0196217797018828	0	0	0.0164980711128529	0	0	0	0.0105367533143303
GGA1	0	0	0	0	0.0466085576596607	0.00931142259010128	0.0140884558425126	0.0293095791487041	0.00281176646435308	0.00166764281071896	0	0
SH3BP1	0	0	0.0382791423373774	0	0.00696197717334017	0.0294286942856876	0.144626374919483	0.134402478645058	0	0.0074601409132746	0	0
LGALS1	0	0.0210292145696084	0	0	0.295499689107267	0.0131819060307224	0.562305407002461	0	0.327302998740934	0.319219026126963	0	0
NOL12	0	0	0.00564123382972977	0	0	0	0.00321789318712252	0.00995669583727573	0	0.00657499502695122	0.00810678225498939	0.0127929961361136
TRIOBP	0.000373397513937952	0	0.000428921685965868	0	0.0173636388901497	0	0	0.00466142406295745	0	0.00208013875419036	0	0.0216823448839629
H1F0	0	0	0	0	0	0.0573588182253274	0.557142034205752	0.181989971829555	0.513026922905151	0.333699308553962	0.262157692928588	0
GCAT	0	0	0.00533918874434693	0	0	0	0.00944342280970145	0.0212541471286821	0	0.0116945560714779	0.0456336246212703	0.00079953189371574
EIF3L	0	0.000736076968034945	0	0.0420076968936511	0	0.00484755056457347	0.0322612281340926	0	0.0546403102521087	0	0.0160393309536518	0
MICALL1	0.0224599151798373	0.0119811610479452	0.00256059156216815	0.0127486851802479	0.0184299456035041	0	0	0	0	0	0	0.0385244466157992
POLR2F	0	0	0	0	0.00148714932372244	0.0419882533730365	0.057082556916579	0.00619335102672676	0.0779450534102687	0.024846161639107	0	0
PICK1	0.00542226021678118	0.0101456851762063	0	0.0402842510307575	0	0	0	0	0.0466196526023688	0	0.0246946688752247	0.00656745265562652
MAFF	0	0	0.0160547469074415	0.010971539701349	0	0.0810179876967737	0.0196552227624755	0.0326444464773779	0	0	0.031076137794434	0
KDELR3	0.00969096314349049	0	0.0320863277300211	0	0.0037421535245144	0	0	0.00221398126511606	0	0.0155447667757386	0	0.020429004750355
CBY1	0	0	0	0	0.0216132596973971	0	0.0183252333708604	0.0272745927295291	0.00709131721098656	0.0030480434396441	0	0.00564556318626311
GTPBP1	0	0	0.023742869895058	0.0338974482777748	0.000553440158516769	0	0.0363887660169308	0.0406743885847538	0	0	0	0.0386396291911318
SYNGR1	0	0	0.0135693522853285	0	0	0	0.00784369738250372	0.0193034964362136	0	0.00480316233111162	0.0103057186452212	0.000943205900841466
TAB1	0	0	0	0.0233142192384757	0	0	0.010061506995291	0.0224779056008506	0.0120358818423066	0	0.0042490158315949	0.00486568965343123
MGAT3	0.00525219552481693	0	7.31723459019987e-05	0.00339748996387587	0	0	0	0.00773533873165445	0	0	0.0103343533289661	0.00723008835453872
SMCR7L	0	0	0	0.000385965688873151	0.0126863658294639	0	0.00618599159589641	0.00408313043190602	0.0198625788734428	0	0	0.0272708967755732
ATF4	0	0	0	0	0	0.0243486209444213	0.0199063875412755	0.0250693584475381	0.0882019249857486	0.0707798183698111	0.00769235722916167	0
CACNA1I	0.880716006841099	0.790444768035242	0.0154959958796171	0.00123001685479007	0	0	0	0	0	0	0.0115276408806722	0.0205763372989594
GRAP2	0.051108370854192	0	0.365845179889139	0.263305672519929	0	0	0	0.0252275653921681	0	0	0.00577371018535247	0.173882425624947
FAM83F	0	0	0.0586726533532628	0.0309354661148106	0	0	0.00776427986392171	0.0324670374038574	0	0	0.0400186877569209	0.00173827657580423
TNRC6B	0.0439204080613846	0.0915481490465228	0.0318409563722833	0.0910088222930566	0.0107321428101826	0	0	0	0	0	0	0.0484132633748223
ADSL	0	0.006872353715158	0	0.0570785496435916	0	0	0.0380157122775968	0	0.00921858909973503	0	0.0320675946094709	0.0152034644489026
SGSM3	0	0	0.00644103502238595	0.00330278817519104	0	0.014382556722122	0.00618043223927168	0.00508546334625256	0	0	0.0258144044938812	0
4930483J18RIK	0.00107587392655729	0	0.0364619297950518	0	0.00650790579650967	0	0	0.0102007204136029	0	0.00170727736534892	0	0.0246005733836452
MCHR1	0.01056751053216	0	0.0134568465195938	0	0	0	0	0.00222229819557875	0	0.0105092786482465	0.0187569553716274	0.0100620125054986
XPNPEP3	0	0.00552342807105942	0.0036275929971315	0.00221984646135307	0.00042350270673596	0	0.00229848131893699	0	0	0	0	0.00623175962537488
EP300	0.0719581659908869	0.0390780353247296	0	0	0.0123703396061348	0	0	0	0.0150194073560503	0.00294529121214494	0	0.0044220243759481
L3MBTL2	0	0.00605987361194339	0.00168608960314812	0	0.0119671690025114	0	0.00651268706822031	0	0	0.0269464530215132	0	0.0251789275348716
ZC3H7B	0	0.00606097914282471	0	0	0.00691699525849981	0	0.00617596987307566	0	0.0507344831480682	0.0148463818505617	0	0.0392578573797543
TEF	0.00305208439261896	0.00101566494651605	0	0	0.0437904330235096	0	0	0	0.020302998805526	0.0389053963581039	0	0.0268814889566946
ACO2	0	0	0	0.00522120724259597	0	0	0.0178209216618399	0.0164274855790001	0.0273270919326925	0	0.00236244919710831	0.012987687657188
CSDC2	0.00928145274474548	0	0.0229732542383486	0	0	0	0	0.0151707573499298	0	0.0203112941413518	0.000388172159246677	0.0181583711155296
1700029P11RIK	0.00215434698919614	0	0.0110670595279804	0.0138168323066644	0.00164201137065374	0	0	0.00541499091240667	0	0	0	0.0143060060289263
XRCC6	0	0	0	0.0192917376774679	0	0	0.0263891501313824	0.00311038365381591	0.00347496724246348	0	0.065588735463588	0.039733248088507
MEI1	0.00928396015345231	0	0.0438874634633171	0	0	0	0	0.0034003495454987	0	0.0105444999028656	0.00532247446535462	0.0207657131226319
CCDC134	0.0247122253677726	0.00289520438068576	0	0	0	0.0130595322336209	0	0	0.0092265332386165	0.0329576887376293	0.0137903456969417	0
SREBF2	0.0502544259183378	0.0595623892158883	0	0.0345252184817961	0	0.00626817556956672	0	0	0.0111851135570811	0	0.173181587003698	0
MIR33	0.00358669500544877	0.00492543255803942	0.000228077769996762	0	0	0.000966694062070434	0	0	0	0.0156381537701463	0.0220194604984486	0
SEPT3	0	0	0.0269331363641108	0	0	0.100125526714951	0.000807378631150326	0.0245467267308812	0	0.00339414547612984	0.0151516236694791	0
WBP2NL	9.09607441626516e-05	0	0.00478256223068815	0.0208108904311558	0.00634007604653214	0	0	0.0108810564003704	0	0	0	0.0075781507546867
FAM109B	0	0	0	0	0.0288405219475217	0.00359294543873153	0.0299099575149501	0.0485683987471793	0.00917213993663133	0.0268006719702086	0	0
SMDT1	0	0	0	0	0.0101771243728742	0.0820152073881861	0.0639866727542105	0.0539470616599331	0.154877233075856	0.0712007013420424	0	0
CYP2D9	0.00961455819922461	0	0.0283683036792642	0.00578013686737148	0.00645241090086807	0	0	0.00899233071276407	0	0	0	0.0109977007378538
CYP2D12	0	0	0.0190005282767729	0	0	0	0.00104041281433302	0.0128805354511155	0	0.0114345299263695	0.00673572057175812	0.00607794599924972
RNU12	0	0	0.00159889520654487	0	0.107496665622489	0.0546990896763277	0.0232629424214692	0.0564661674899979	0	0.03642473774431	0	0
BIK	0.00473159968291224	0	0.0219132154559056	0	0	0	0	0.0111363387937453	0	0.00175106705762484	0.0101509506449404	0.0256978341089955
TSPO	0	0	0	0	0.102253145905233	0.0495910722582183	0.0850899178772379	0.074113868426029	0.09793545315083	0.190085201145027	0	0
MPPED1	0	0	0.0750712077511941	0.016360101218975	0	0	0.00226055097639287	0.0151031264815616	0	0	0.00262062011511148	0.0217784215906805
PNPLA3	0.00324476517411488	0	0.0410597757432001	0.0141684029903518	0.00769444216658804	0	0	0.02228229483704	0	0	0	0.0283258424001696
SAMM50	0	0.00629805848994332	0	0	0	0.0137209342223591	0.0180280296145359	0	0.0207499051930137	0.0117135332128359	0.00578551577707102	0
PARVB	0.000766478927223024	0.00463803216998132	0	0	0	0.107565027411451	0	0	0.00232801541193906	0.0409763438226986	0.0198741070436007	0
PARVG	0	0	0	0	0	0	0.0193738549480854	0.0237668610922861	0.0386884698275115	0.00754626177676792	0.0245512555932456	0.0749008902119331
PRR5	0.406531629413255	0.354780973217014	0	0	0.179958123619175	0.0250008172126196	0	0	0.0407337062795498	0.130535797578034	0	0
ARHGAP8	0.0028170166867237	0	0.0215825071633451	0	0	0	0	0.00673285822651404	0	0.00865643894967972	0.0113588123053072	0.0164709807674205
NUP50	0	0	0	0	0.0752388825746197	0	0.0218708229698796	0.0319333491587602	0.0210883180293732	0.00303874348763974	0	0.0258119830889787
UPK3A	0.00876391317629882	0	0.0456199396174584	0	0.00208397464760732	0	0	0.0162554383244503	0	0.00527297375381321	0	0.0230574399102775
FAM118A	0.00150635288723074	0.0203189363532647	0.00678245187007351	0.0661443376222892	0	0	0	0	0	0	0.0420349388106547	0.0046912719311689
RIBC2	0.00374012479180416	0	0.0331588155069446	0.00938890407962422	0	0	0	0.00872727928065529	0	0	0.0163673137128093	0.0179622202284213
FBLN1	0	0	0.0429137701057983	0.0434799916516178	0	0	0.000162744865628693	0.0178353546533393	0	0	0.021654768703683	0.0226548773375162
ATXN10	0	0	0	0.0520370700019821	0	0	0.124964718392291	0.042415447061203	0.0605073187605883	0	0.0470448826900822	0.0113894714223712
MIRLET7C-2	0	0	0.0967166948611347	0	0.0107392292616086	0	0.00837021755582347	0.0163124404416474	0	0.0072028812253851	0	0.0184349104853678
MIRLET7B	0.00437198110299618	0	0.0371420971388478	0	0.0231364036072686	0	0	0.0176824437626992	0	0.00166022071453959	0	0.0166333624938805
PPARA	0.00578456109780474	0.00107032559253982	0.00830645141278165	0	0	0	0	0	0	0.011131245610708	0.0111128074866437	0.0198982704408105
TTC38	0.0064462125664185	0.00627803894517691	0	0.0598868436595198	0.00537665714908279	0	0	0	0.00811075053815824	0	0	0.00801567614311519
GTSE1	0	0	0	0	0	0	0.0187252440893396	0.0465106527195381	0.0146297298421943	0.0524758719585521	0.0400735647335354	0.00203299121170099
TRMU	0.00896960060687721	0.00833914650379842	0	0.00821037699867031	0	0	0	0	0.00174366609379818	0	0.0179448012977889	0.0190359093851754
GRAMD4	0.00103714600174866	0.111181134106726	0.117079301851744	0.0789290667739224	0.1906044548293	0	0	0	0	0	0	0.0267326840233389
TBC1D22A	0	0.00848919690507195	0	0	0	0.0536003157293477	0.00485409423676372	0	0.0597273913894167	0.0209200331190163	0.013882647869507	0
FAM19A5	0.00823654338487907	0	0.0215102761526278	0.00330510255900596	0	0	0	0.00943111093359078	0	0	0.0122906428954113	0.0134640073363369
ZDHHC25	0.00355885225603306	0	0.00976251334536375	0	0	0	0	0.00153227086952231	0	0.00308655141951751	0.0153152393493202	0.020554986737227
CRELD2	0	0	0	0	0.00608333758712166	0.0689725707950472	0.0252093958359056	0.00558309287059495	0.0775193894714115	0.054159748680327	0	0
PIM3	0	0	0.02431328074222	0	0	0.00287339024512213	0.0103788317469297	0.0413040270416261	0	0.00094630268829571	0.017385508339206	0
MOV10L1	0.00704414589683255	0	0.0275022892500811	0.0203058039549321	0	0	0	0.00188988021347327	0	0	0.00744389279016072	0.0130948540080727
PANX2	0.00726624787978192	0	0.0596871917261052	0.00440849549042383	0.0119370376216326	0	0	0.0280378930747808	0	0	0	0.0204183637945342
TRABD	0.00813838315091019	0.0117797701467903	0	0.00721436860584899	0.0276284099162847	0	0	0	0.0256609144950865	0	0	0.00273476808798712
1300018J18RIK	0.0184145888783149	0.0185385568196987	0	0.0162605329872911	0.0307109259115663	0	0	0	0.00885784511767647	0	0	0.0166418200300685
PPP6R2	0.0154539441998945	0.00478847436199896	0	0.0192745042107243	0	0	0	0	0.0365511714194724	0	0.00460308349999672	0.0239321375992623
ADM2	0.00280773711121686	0.00275303448216567	0.0377423169501018	0	0.00860057962156849	0	0	0	0	0.00893475892939661	0	0.0234130952129437
MIOX	0.0122448186638499	0	0.0739379337377407	0	0.00154733410765468	0	0	0.0120043169926779	0	0.00440565006745051	0	0.0106395546950625
KLHDC7B	0.00675413410922166	0	0.0677017824871082	0.0299684448935349	0	0	0	0.0153545407564519	0	0	0.0024509809841527	0.0259309635233852
CHKB	0.0250557108112617	0.0194142069600529	0	0	0.0122569333909128	0	0	0	0.0179475443075091	0.0454847808929825	0	0.00362795011117191
MAPK8IP2	0.00462202535047601	0	0.0341581452300835	0.0376759960318708	0	0	0	0.0148534432432536	0	0	0.0149900116482816	0.018918949365422
SHANK3	0	0	0.0170790851999807	0.00622395489507776	0	0	0.00357817027003151	0.0204502016326452	0	0	0.00560697128710409	0.0227419266101497
ACR	0.00235545134397901	0	0.00769355416456064	0.00122797960809217	0	0	0	0.00648974154622848	0	0	0.00101845948456747	0.00702543414077296
ALG10B	0	0	0	0	0.0131399730860311	0	0.0200806371653043	0.00485489029795924	0.099805167317668	0.0306637236046431	0	0.00994997412138764
SMGC	0.00608600498474523	3.33799271015284e-05	0	0.0322599062863312	0	0	0	0	0.00576916428922338	0	0.00395298527513757	0.0108484795778389
CNTN1	0.0011902529758962	0	0.0187769658979178	0	0	0	0	0.0144451627321865	0	0.00119539086864397	0.00114604639580336	0.0101257085168016
PDZRN4	0.00449022085261088	0	0.00993098681429345	0	0	0	0	0.0198221147133706	0	0.00239846217210086	0.00490619754905391	0.021022030407085
PPHLN1	0	0	0	0	0	0.00920046054451377	0.0347117976889082	0.00198870767455509	0.0540228790205115	0.00273888850790754	0.0513352928872125	0
IRAK4	0	0.0249019924141846	0	0	0.0134305996524964	0.0669893104106791	0.010118689201136	0	0.083359082810942	0.0612470421535817	0	0
TMEM117	0	0	0.0312141573770873	0.00526662542197442	0	0	0.000411151379224937	0.0226966556018197	0	0	0.000916811025254609	0.016895013496965
GM4371	0.0108947535336183	0.0177261042524518	0.00766048462434581	0	0	0	0	0	0	0.0122049538120111	0.00876180278180273	0.0116846624407653
ARID2	0.00339922585012638	0.0158509585533495	0	0.0487793418710337	0	0	0	0	0.0178822874496424	0	0.0185244298084767	0.0174488792030066
SLC48A1	0	0.0080509815976544	0	0	0.00467628462785846	0.0394406166667708	0.0339698087455446	0	0.0803585056294703	0.0314066620114888	0	0
TMEM106C	0	0.00482044455886345	0	0	0	0.00612385933787853	0.0175159188377588	0	0.017651919892917	0.02175970546799	0.0292332776173955	0
PFKM	0	0	0	0.0287808999717227	0	0	0.0907840210096844	0.0733288141232327	0.0049071132936985	0	0.0344332030334938	0.0298522001911149
AI836003	0.00366065545280417	0	0.00350086308347125	0	0	0	0	0.00669166253235058	0	0.00951011037099632	0.00984558372336488	0.0130257010166672
1700031M16RIK	0.0445304265432254	0.00280038834641098	0.041231805870087	0.0486331265125142	0.00160700164740272	0	0	0	0	0	0	0.029965161857658
OLFR282	0.0071452705766216	0	0.0166228394653687	0.0119073078721849	0	0	0	0.00165930904499719	0	0	0.00365435031580287	0.0137084869036135
OLFR281	0.00295494285336988	0	0.0198671546769157	0	0	0	0	0.00748716945261711	0	0.000313441369483857	0.0142928701148325	0.00664020904746409
OLFR279	0.00225064235533714	0	0.0563773060918783	0.011160315966218	0	0	0	0.0148923102574263	0	0	0.0149410357214539	0.0221033057380472
4930415O20RIK	0	0	0.00333900447962664	0	0.00059748143660027	0	0.00833217666581365	0.00316895628537918	0	0.0286542181533369	0	0.00351235764542934
CACNB3	0	0	0.0284515406043402	0.00165039133086558	0	0.0472441442913601	0.0129353521671657	0.0329349368852335	0	0	0.0218361755452205	0
CCDC65	0	0	0.034217709035448	0.00328270394918848	0	0	0.00220116943403009	0.0129041492262872	0	0	0.000520625047634956	0.0143891536410512
WNT1	0	0	0.0413000667487277	0.00994812381491215	0	0	0.000922290189132231	0.0155383366049938	0	0	0.00215008392272009	0.0240275849043868
B430209F14RIK	0	0	0.0390607659734804	0	0	0	0.00227503071773602	0.00882795160718703	0	0.00239183112264149	0.000603947189639651	0.0104313917662887
PRPH	0	0	0.0413912370683125	0.0104134563618806	0	0.00525825628208773	0.00815784490002788	0.019852369836583	0	0	0.00306713220062516	0
TROAP	0	0	0	0	0	0.0135010821126873	0.0384484328739285	0.0545530999625975	0.010906005203434	0.0200094034869382	0.0774381785274986	0
DNAJC22	0.00310022468160033	0	0.00703867572136017	0	0	0	0	0.00716621651821141	0	0.00170826195279173	0.0309469288365791	0.0125896617175877
SPATS2	0	0	0.0188426555678923	0	0	0.00511099437192237	0.05542490673845	0.0545459179195778	0	0.0339592954885157	0.0523872893535179	0
KCNH3	0.00147275015788664	0	0.0282555310383885	0.00469585714513228	0	0	0	0.0213779625718771	0	0	0.00491230137035601	0.0204587452588674
PRPF40B	0.00471409356506143	0	0.0265239248239643	0.0135259180683618	0	0	0	0.0136702495980569	0	0	0.0132927073016772	0.0253277555239409
TMBIM6	0	0.00388833835839897	0	0.00289257993964457	0.0319788917538846	0	0.0279178024532673	0	0.0387866585953862	0	0	0.00740619039435556
AQP2	0.00853534907869337	0	0.0515937961825725	0.00527326828478073	0	0	0	0.0214537050085961	0	0	0.0167719058760486	0.0192389330527684
AQP5	0.00304594737843936	0	0.0164075658350931	0.00794204710607776	0	0	0	0.0205520669206629	0	0	0.00629894397782442	0.0290343753753762
AQP6	0.00523225696259261	0	0.0459679910542207	0.0072642160637006	0.00684191484205949	0	0	0.0154003525356568	0	0	0	0.011755859541661
ASIC1	0.0140264806990442	0	0.0157987704802195	0.00930574859312293	0	0	0	0.00143029559814846	0	0	0.0111616708848456	0.0128934750092353
SMARCD1	0.00406214833077026	0.00342964669921965	0	0.0705020641082249	0	0	0	0	0.0102739147031349	0	0.00277691715408048	0.0683832099512071
GPD1	0.00693180321754342	0	0.00481156341988458	0.0131197537516253	0	0	0	0.0150376496519151	0	0	0.00875901877678799	0.00922877826110341
COX14	0.00516598397410306	0	0	0	0	0.0425154329068001	0	0.00174839737650241	0.0126307333745089	0.0808013439090696	0.00748026459020207	0
DIP2B	0.0525637435605858	0.125471396153161	0.00741553555240185	0.0323672556385485	0	0	0	0	0	0	0.00213451279602835	0.00873167614878302
ATF1	0	0	0	0	0.00178804128459374	0	0.0210736816009595	0.0136883732403667	0.0219817796421703	0.0473523540783535	0	0.00719376383490758
TMPRSS12	0	0	0.0142443450250913	0	0.00467140022663333	0	0.00278089313074546	0.0116172959151642	0	0.000439710452992236	0	0.0155395836339777
LETMD1	0	0.0114562909480772	0.00148125892947441	0	0.0177222161121735	0	0.00138028529750382	0	0	0.00921039468217665	0	0.020482454830001
DAZAP2	0.0234984058744375	0.0270935354758951	0	0	0.0269285999412082	0.0184048525280662	0	0	0.104392079932762	0.0553662287837962	0	0
SLC4A8	0.00977377471086148	0	0.00201084283558768	0.00149590590185644	0	0.00706275251968985	0	0.00551001576307724	0	0	0.0201652098860816	0
SCN8A	0.013252711857313	0	0.0223150526603708	0	0	0	0	0.00474738575213946	0	0.0138006669624532	0.0184851169158008	0.0151739691691476
ANKRD33	0.0109516796060825	0	0.0308317373810057	0	0	0	0	0.00932700350902526	0	0.00196217832812396	0.0177784284225057	0.0267979113954199
ACVRL1	0	0	0.0184915047953691	0.0394827826597361	0	0.190034357765383	0.023246533407059	0.025010033011947	0	0	0.0551229337045404	0
ACVR1B	0	0	0.00400704017412165	0.0189152002877154	0	0	0.000439528656354687	0.0102718967099041	0	0	0.0841195296113135	0.00189129684566895
GRASP	0	0	0	0	0	0.104511385343756	0.0398628886299282	0.0768660951383637	0.000442791176719492	0.0648156946674041	0.0105164215688827	0
NR4A1	0	0	0	0.996335660806994	0	0.144264501782032	0.102391123966516	0.338448691883338	0.160270753403377	0	0.19975631696155	0
9430023L20RIK	0	0	0	0	0.00172660682708127	0.00989081917735577	0.0153781174987771	0.0224770619940272	0.0498233836150004	0.0261686183971787	0	0
6030408B16RIK	0.0133994554425675	0	0.0141926354272205	0.0137032483467609	0	0	0	0.00940667173795824	0	0	0.00204473129275261	0.0216091540121012
KRT7	0.00034861211673746	0	0.013444254050904	0	0	0.0132713504301814	0	0.0146990779527329	0	0.00970058825002638	0.0283109672964694	0
1700011A15RIK	0.0129855952168386	0	0.0176070998909124	0.00883509270211522	0	0	0	0.0035546648842533	0	0	0.0145542230976502	0.0238373878171984
KRT86	0	0	0.0177256541303103	0.011068256023009	0.0259986221310369	0	0.00460055624998585	0.00457275400135431	0	0	0	0.0185444213349188
KRT18	0	0.0187660477497904	0.0250119295598466	0.00400665257853039	0.000107536111342683	0	0.00517377001778983	0	0	0	0	0.000784857057325014
EIF4B	0	0.0268204107154389	0	0.0357245829234497	0	0	0.0208743122149549	0	0.0369745847948614	0	0.00585790825976478	0.00960761876547751
TENC1	0	0	0.033990071854306	0	0.00588520229518548	0	0.00716345275489541	0.00909697088794948	0	0.00690530467735251	0	0.0198497019750107
IGFBP6	0.0138919147590828	0	0	0.00182244263008388	0.0347321282093867	0	0	0.000167163095721377	0.000839880351521082	0	0	0.0161323969734178
SOAT2	0	0	0	0	0.410200643146879	0	0.0180609442706591	0.0478841695790993	0.00672915178139915	0.0514367102255271	0	0.000376900433233135
ZFP740	0.0262917137250216	0.0252749732283852	0	0.00202630845236872	0	0	0	0	0.0201105039830575	0	0.00426023976715877	0.0236074232768029
MFSD5	0	0	0.0107552602540817	0	0.00401646436445459	0	0.0130522354378916	0.0290922339452436	0	0.00499145263783383	0	0.000842868836194008
ESPL1	0	0	0	0	0	0.026851088502017	0.0718373187186657	0.0776107218454869	0.0302688987644551	0.0812591174493901	0.0756637330974594	0
PFDN5	0	0.0186557200440626	0	0	0	0.0404620108045954	0.0267133603659226	0	0.119357365653741	0.0417386136848778	0.0247725327184369	0
MYG1	0.00309996070266256	0.00122650207590662	0	0	0	0.000228289438310888	0	0	0.0186703774118946	0.0208042431665145	0.00118834779778631	0
SP1	0.0247787245821858	0.0169456116070683	0	0.0162239101509047	0.00452140424576843	0	0	0	0.00537180667158063	0	0	0.0219688614118025
AMHR2	0.0178447811797511	0	0.0172723270076959	0.0157619569214428	0	0	0	0.000613849588282063	0	0	0.00765357807297799	0.0114943678617765
PRR13	0	0.05326001724764	0	0	0.0731006252810821	0.0417203274397312	0.0443796519426167	0	0.387158281189127	0.208670436336547	0	0
PCBP2	0	0.00215724983064586	0	0.031469322549382	0	0	0.0118174343959085	0	0.0190487722498759	0	0.00959385978414603	0.0132589363425836
HOXC13	0	0	0.0259911349053934	0.0146830206143911	0	0	0.00174917230191713	0.0046707065802868	0	0	0.00969039876389642	0.0132247829920935
HOXC12	0.000464019012069181	0	0.0331537200781559	0.00593114022643177	0	0	0	0.0141627005508493	0	0	0.000239339128677	0.0204492537938728
HOXC11	0	0	0.0391124195425015	0.0108641268563128	0	0	0.00309624774980922	0.0179915202465506	0	0	0.013736299501905	0.0113412673814618
HOXC10	0.010086694428078	0	0.0573229532780344	0	0	0	0	0.0220758543139571	0	0.00826671398940902	0.0133464325834296	0.0233329716434927
MIR196A-2	0.00350928816317647	0	0	0.00966857931010455	0	0	0	0.00930037394587148	0.0114518662149241	0	0.0242108005822307	0.00927362847905612
HOXC9	0.00226113397286756	0	0.0380581047681665	0.00150134109371684	0	0	0	0.0276134959299848	0	0	0.00230691259527812	0.0139935995858999
HOXC8	0.00320458512971072	0	0.0735270050439067	0.00453892087335585	0.000987918982615858	0	0	0.017749117211103	0	0	0	0.0156551285510996
HOXC6	0.00755888568467013	0	0.0331056725687691	0	0.00864544422361911	0	0	0.020091876646389	0	0.000834564776842334	0	0.0156356050478658
HOXC5	0.00122025886944069	0	0.0269348417700983	0.0103737750885144	0	0	0	0.00755566856880524	0	0	0.00248484508626295	0.0139588471340524
MIR615	0	0	0.0902349892141321	0	0	0	0.00153977772821629	0.0298354747651924	0	0.00697395469552968	0.0121887604296268	0.0296219438246498
HOXC4	0	0	0.049533522654086	0.0157746930930822	0.00730225907175097	0	0.00161777917395672	0.0192329664588164	0	0	0	0.00797593938721299
COPZ1	0	0	0	0	0.0076470099869946	0.0177313031207109	0.0500468786554959	0.0522655889351011	0.0713837816615829	0.0341753071524379	0	0
