LUAD_P1_up	LUAD_P2_up	LUSC_P1_up	LUSC_P2_up	LUAD_P1_dn	LUAD_P2_dn	LUSC_P1_dn	LUSC_P2_dn
DECR2	0.0656226016751629	0.0533278630836283	0	0	0	0	0.200540818253116	0.210451285019335
DEDD2	0	0	0	0	0.0951562811728071	0.119543159518213	0.0420055877298379	0.0942882181449013
DEDD	0	0	0.0767117087182546	0.060421751665275	0.0284026698820736	0.0103252715718575	0	0
DEF6	0.126751849857807	0.121483651309945	0	0	0	0	0.0776629375662445	0.0347641040984106
DEF8	0.0469244652453089	0.0407839622726076	0	0	0	0	0.334268624483311	0.356973540670279
DEFB1	0	0	0	0	0.0820444137790714	0.12604616874995	0.111250534307864	0.133422105013505
DEGS1	0	0	0.298254568611015	0.336455908022278	0.0590849325078133	0.0755109151859986	0	0
DEGS2	0.179673594914988	0.0701185283514224	0	0	0	0	0.0347717727272645	0.00505481549359399
DEK	0	0	0.100030193364633	0.0560377173627477	0.193904109821972	0.0855611764614136	0	0
DEM1	0.0714068153141761	0.113716414056476	0	0	0	0	0.0632728184396244	0.0640317324644794
DENND1A	0	0	0	0	0.133592627225326	0.133146869357243	0.0341974828278316	0.0756906656418924
DENND1B	0	0.0199411589046965	0	0	0.0619376914033219	0	0.275862708357732	0.26765349427645
DENND1C	0.697691146033223	0.659945893791148	0	0	0	0	0.127631199230991	0.121195767648024
DENND2A	0.00419248645049643	0	0	0	0	0.00261202990894166	0.179617065545335	0.169664222028962
DENND2C	0	0	0.058348382266181	0.0572460237256411	0.0935425854523645	0.0510599837418462	0	0
DENND2D	0.114328215605173	0.0966339833471159	0	0	0	0	0.394596442212841	0.354933644877724
DENND3	0.101045723720578	0.0316343661070837	0	0	0	0	0.535765638862691	0.460720359229182
DENND4A	0.0411911225263499	0.104224830161056	0.0461493029868099	0.0399754577889789	0	0	0	0
DENND4B	0.0804607520437841	0.0636888751817121	0	0	0	0	0.0149159345348997	0.0239055788972935
DENND4C	0	0	0	0	0.00382983916938071	0.000429924024900881	0.0402878053816829	0.0429366701810814
DENND5A	0	0	0	0	0.0258037995289105	0.0130160318072535	0.0921332257936352	0.0356224949251103
DENND5B	0	0	0	0	0.0776398824691061	0.117146801246555	0.0474892240464517	0.101368060059091
DENR	0	0	0.115157324894151	0.128313326011322	0.315755522813388	0.2382234610296	0	0
DEPDC1B	0	0	0	0	0.369305087728578	0.405651660294894	0.032792542365066	0.0286878595698815
DEPDC1	0	0	0.0501740725966088	0.0362208882470757	0.389347179886818	0.40600046664387	0	0
DEPDC5	0.0532512694786259	0.0546714827217443	5.94307146783535e-05	0.0267879414863338	0	0	0	0
DEPDC6	0.157237091516221	0.224937020177349	0	0	0	0	0.0543389101849433	0.0143714444794184
DEPDC7	0.00735881412643531	0	0.111800528389741	0.0694280280734639	0	0.0295704400418203	0	0
DERA	0	0	0.163103631059143	0.120811134996678	0.176193460327687	0.114498359469866	0	0
DERL1	0	0	0	0	0.181905257715163	0.216121770042401	0.0606648761147683	0.044941004385073
DERL2	0.0154577641831054	0	0.0683212350448701	0.0537779160954437	0	0.0114754222095892	0	0
DERL3	0.088635824340839	0.0691747236010193	0	0	0	0	0.301572393399797	0.248774505791691
DES	0.0991663311656326	0.0698773428951979	0	0	0	0	0.467415455059558	0.422766195793526
DET1	0	0.000168383415859148	0.00327830451102623	0	0.0118851529418065	0	0	0.00117440860096171
DEXI	0.185344164768377	0.00961061418658349	0	0.0158936629504437	0	0	0.0340482266386231	0
DFFA	0	0.0493124264369204	0	0	0.0278999076907015	0	0.305861591856166	0.347269691517858
DFFB	0.0872137817018307	0.118088667169426	0.133255507373295	0.0914641010246061	0	0	0	0
DFNA5	0	0.0200075480576908	0	0	0.0328430138828196	0	0.035366324061326	0.0435915115074143
DFNB31	0.0724112554666565	0.0653756799209715	0	0	0	0	0.234622008155879	0.183709495467702
DFNB59	0.0676762531717063	0.0145276191513111	0.141111877970431	0.141007406700692	0	0	0	0
DGAT1	0.00236622100879437	0	0	0	0	0.0436508221031337	0.472180607175461	0.378955694154264
DGAT2	0.0528048613250057	0.063223510403739	0	0	0	0	0.220744518084302	0.227807080488982
DGCR11	0.0322943182409382	0.043264091782435	0.0540000029749895	0.126530788131686	0	0	0	0
DGCR14	0.0327501369211873	0.055427369895907	0.0608801658727342	0.0856123894424054	0	0	0	0
DGCR2	0.00222034811391164	0.0387220777104509	0.0264669183221859	0.0854166870107562	0	0	0	0
DGCR5	0	0.0302549255914661	0.112830340275538	0.15054248806201	0.005779153246447	0	0	0
DGCR6L	0.0762326813799304	0.035503048558489	0	0.00405448019241486	0	0	0.000258112863834917	0
DGCR6	0.156913921814103	0.165214596576433	0.0142916581022504	0.0446718651538697	0	0	0	0
DGCR8	0.0761822889165837	0.0710868158183574	0	0	0	0	0.0477174916761848	0.0366932052331137
DGCR9	0.0187623038834149	0.0950584626638931	0.20484102825022	0.234680371483486	0	0	0	0
DGKA	0	0.00952960870433283	0.323024226726055	0.421959977932077	0.012944303699829	0	0	0
DGKD	0.0365132876355575	0.0702004563334184	0	0	0	0	0.15168055742855	0.188434003605247
DGKE	0.0695928832471088	0.109230445591573	0.109005723439267	0.0997860823831379	0	0	0	0
DGKG	0	0.00710681429637413	0	0	0.0248566907989332	0	0.0319593292856639	0.0541311850249536
DGKH	0	0	0	0	0.0725024434424835	0.0261353866545755	0.0332201155087374	0.0262272127232996
DGKQ	0.0483014537162292	0.140474172544659	0	0	0	0	0.341313124196601	0.254187473154241
DGKZ	0	0	0	0	0.0235279533198417	0.00387792458777682	0.302228618583074	0.238318675623318
DGUOK	0.0583024412263234	0.0202061139604906	0.364867787005646	0.304180372008727	0	0	0	0
DHCR24	0.158179432542101	0.140591125532717	0	0	0	0	0.226958297266831	0.180470081699892
DHCR7	0	0	0.00189247125369844	0.0316831976306181	0.0863170752510286	0.0225017216688234	0	0
DHDDS	0.163750753781116	0.319079495943782	0	0	0	0	0.329041302576612	0.244314211697161
DHDH	0.259503093656936	0.103245986931134	0.0497192319861212	0.065699656618096	0	0	0	0
DHFRL1	0.0198941396548412	0.0133278832617168	0	0	0	0	0.0127361209709579	0.0138584629116048
DHFR	0	0	0.0905021093409712	0.0714349627079235	0.104752545641563	0.135789190526507	0	0
DHODH	0.061866224043425	0.0522140608415316	0	0	0	0	0.0802590548443879	0.0974475446595451
DHPS	0.0330074258935933	0	0.0122556535484427	0	0	0.0131493886440711	0	0.00831058738729086
DHRS11	0.153786633801011	0.154625922759666	0.267705838629565	0.13848742890997	0	0	0	0
DHRS12	0.151914421792673	0.147887779890807	0	0	0	0	0.311216976670319	0.301556188726054
DHRS13	0.124376809956189	0.0548330610992581	0	0	0	0	0.0257608737873851	0.0234172075382127
DHRS1	0.189076267371235	0.0855022298587751	0	0	0	0	0.0790842259665779	0.0487364189979832
DHRS2	0.0210760216511549	0.00827587963279529	0.0229569122843066	0.0140341479130561	0	0	0	0
DHRS3	0.215976071703696	0.0933799876717378	0	0	0	0	0.142514271094228	0.13920100126237
DHRS4L1	0.209149228301865	0.106681387087907	0.0827291298969032	0.0481625247501635	0	0	0	0
DHRS4L2	0.041191398629842	0.0204296402453773	0.119921065949787	0.0560456833520768	0	0	0	0
DHRS4	0.0445713983508446	0.0299193567559709	0.0908354374271845	0.0399263598465207	0	0	0	0
DHRS7B	0.125967107579782	0.0722021424635408	0.113971773290893	0.0743223879391413	0	0	0	0
DHRS7	0	0	0	0	0.0546121941109966	0.0196171671372011	0.0102691234767474	0.012037525631272
DHRS9	0	0	0	0.00625816030401922	0.072236827836923	0.110916128091298	0.000127497548251758	0
DHRSX	0	0	0.0790839677792067	0.0628370535816271	0.167745278663164	0.108243966278391	0	0
DHTKD1	0.0263706252851007	0	0	0	0	0.00110305552244035	0.0792988654897925	0.0773879529252007
DHX15	0	0	0	0	0.0962183934330574	0.0902749161058136	0.0362832671963393	0.0321711378137236
DHX16	0.0428144153920404	0.104204700235824	0	0	0	0	0.207673437265301	0.240766420179331
DHX29	0.0084562047297902	0	0	0.0166867524885657	0	0.00208596685925588	4.19406794967234e-05	0
DHX30	0	0	0.0221082905883061	0	0.0129195081610107	0.00197180086259421	0	0.0106136797096126
DHX32	0	0	0.0177398430756307	0.00953814238404078	0.0641531986739713	0.0691201388840439	0	0
DHX33	0	0	0	0	0.14013165988129	0.0440610251824648	0.0134001279154763	0.0391325729214139
DHX34	0	0.0511399759884012	0	0.0176528557755553	0.00894767883753175	0	0.00564616189659272	0
DHX35	0.0349130525617517	0.0700700597114183	0.134868026411809	0.136274696097857	0	0	0	0
DHX36	0	0	0.118430683298591	0.0888274000939501	0.250844487178352	0.138341795676338	0	0
DHX37	0	0	0	0	0.209119899290894	0.0925762824178592	0.339993486434147	0.297912204819286
DHX38	0	0.0166566599813553	0	0	0.0381314712125535	0	0.237349143264463	0.16386612306373
DHX40	0.176018525485035	0.243673551787441	0.135833134282906	0.08072750254959	0	0	0	0
DHX57	0.0175133857562863	0.0705428890506658	0.218723418957945	0.199502544175031	0	0	0	0
DHX58	0.0578143971142257	0.115403857402649	0	0	0	0	0.190633035298606	0.195007422461509
DHX8	0	0.0439568104809078	0	0	0.023432976262771	0	0.0103674609183154	0.0173918267108726
DHX9	0	0	0.260674452118998	0.223564443945405	0.15165543257248	0.0661754796798557	0	0
DIABLO	0	0	0.154463650505948	0.122904321058379	0.0169891949588277	0.014568585882189	0	0
DIAPH1	0	0	0	0	0.177545912572613	0.185373225025213	0.204481503782153	0.229502076195509
DIAPH2	0	0	0.0229174190822443	0.0056766336723424	0.000927065131010259	0.0538650298207046	0	0
DIAPH3	0	0	0.035321840159801	0	0.453473786272845	0.45641341281509	0	0.00756417471264347
DICER1	0	0	0.151139596052734	0.195758401767835	0.0275897242721233	0.00903844135206687	0	0
DIDO1	0.116975448290928	0.109412576008733	0	0	0	0	0.171272795574323	0.131031569493047
DIMT1L	0	0	0.0271753714586015	0	0.121392612956263	0.274645995926023	0	0.0153734487972746
DIO2	0	0	0.102879549139187	0.119360435227324	0.131425109584801	0.0647382739794543	0	0
DIP2A	0	0.0272401082558265	0.0201214936773341	0.0452803816623895	0.0041662248718843	0	0	0
DIP2B	0	0	0.393791596461538	0.415199555619016	0.223739848175522	0.0953647061328729	0	0
DIP2C	0.00982222285889854	0.0057322773504686	0	0	0	0	0.0262308988132277	0.00775448356453149
DIRAS1	0.0868477243497582	0.0968805575243666	0	0	0	0	0.0420595303669063	0.0263312299333627
DIRAS3	0	0	0	0	0.0131798588797251	0.0342598178787596	0.264083234684701	0.28459542353951
DIRC2	0.0943715812806523	0.0878209008315821	0.0548227760827561	0.0980932200216263	0	0	0	0
DIS3L2	0.0306611532474351	0.0342301550505391	0	0	0	0	0.182010087066016	0.170496616199194
DIS3L	0.0483217382949973	0.123019304056404	0.0325862509342524	0	0	0	0	0.0264420797483502
DIS3	0	0	0.079898218930631	0.049232003781721	0.0547545063779488	0.0568295703503607	0	0
DISC1	0	0.0405768037497222	0	0	0.0326542560078129	0	0.0483890441875115	0.0440506897557523
DISP1	0.0353822777831667	0	0	0	0	0.00228657994524292	0.252283508104923	0.261360168706042
DISP2	0	0.0800670471105584	0	0	0.00159672226671913	0	0.0700806009571213	0.0156978326721057
DIXDC1	0.0407166952697638	0.0411031890634161	0	0	0	0	0.0706392197604352	0.0945745996897941
DKC1	0	0	0.192111284662384	0.105471623969065	0.12667212915863	0.10227073461796	0	0
DKFZP586I1420	0.0816264938720385	0.0596675134184996	0	0	0	0	0.0623898830782502	0.0625941256093007
DKFZP686I15217	0.102254858439787	0.153861217018428	0.00642245158054799	0.010416665257646	0	0	0	0
DKFZp686O24166	0.0052633432396457	0	0.00335183802210137	0.0265159708226799	0	0.0103343583931267	0	0
DKFZp761E198	0	0	0	0	0.0329896239273851	0.00189663895620685	0.228603674159992	0.150602749093416
DKK1	0	0	0.244473820405317	0.190684861109267	0.781428223017129	0.855161397078739	0	0
DKK2	0	0	0	0	0.0382107197875713	0.0191819833511546	0.093018040112693	0.081716656045065
DKK3	0	0	0.140326382301678	0.178619352026128	0.0181786260955198	0.0208541419217032	0	0
DLAT	0	0	0	0	0.161186938798871	0.084779061061652	0.0794379665592087	0.0875258563327268
DLC1	0.143632859465467	0.106764878742831	0	0	0	0	0.549630453187852	0.479517941392299
DLD	0	0	0.100416240851471	0.125558727848419	0.14243667194098	0.0879350815965248	0	0
DLEC1	0.26249320682837	0.18436820352957	0.0277709329689181	0.00261821525714953	0	0	0	0
DLEU1	0	0	0.0714192870741458	0.0425621339040407	0.0505919892108541	0.086482932247666	0	0
DLEU2	0.0212036035131067	0	0.0432819658547622	0.0321658207221064	0	0.0150015445650167	0	0
DLG1	0.0747777219639961	0.0244356648725206	0.13605026504175	0.115750213690563	0	0	0	0
DLG2	0	0	0	0	0.0531876329540239	0.0484383912758725	0.545721546841664	0.518353194952263
DLG3	0.0750726156076584	0.0215216648747564	0.051375852477809	0	0	0	0	0.0028719007877884
DLG4	0.149491502967013	0.0422220420675972	0	0	0	0	0.0986935193567574	0.0759563207867675
DLG5	0	0	0	0.00373740606916029	0.199398687446175	0.115088543007488	0.0425550336015593	0
DLGAP4	0	0.0481392847762701	0	0	0.0115127251600568	0	0.341385191938369	0.248169274212179
DLGAP5	0	0	0.155325294495899	0.184474036340628	0.501151738029691	0.536462161113204	0	0
DLK2	0	0	0.0944956285952822	0.105022192479209	0.048023152551207	0.000561102166934689	0	0
DLL1	0	0	0.0827828413703212	0.0529504739788581	0.014566652710111	0.0174958843292824	0	0
DLL3	0	0	0.230181126959976	0.191022321325539	0.0206674970385993	0.0146126046256914	0	0
DLL4	0	0.0881780901288512	0	0	0.00344898220454334	0	0.548193688731644	0.498743510656725
DLST	0	0	0.018612220982689	0.0203120501955777	0.0800457385712992	0.0477843113721069	0	0
DLX3	0.164982485891066	0.154765574803847	0	0	0	0	0.336108099519438	0.303865837307228
DLX4	0.123286946477052	0.108461963012617	0.0208609426087808	0.0206479713595017	0	0	0	0
DLX5	0	0	0.137067568821676	0.164576088014095	0.0551631084988997	0.00445888686058263	0	0
DMAP1	0.181873353431887	0.11627786267562	0	0	0	0	0.196261741712765	0.200806707841777
DMBT1	0.150096771044876	0.0357583502367977	0	0	0	0	0.157433852535423	0.149417623808076
DMD	0.264271147282182	0.217526609694577	0	0	0	0	0.0639759036864378	0.0193762072590318
DMKN	0.0112523610309892	0.0617566759696303	0	0	0	0	0.0570699574423094	0.0384352877774351
DMPK	0	0	0	0	0.0822015401096214	0.0460607543958949	0.111194902881231	0.0947951994889801
DMRTA1	0.0334622107016688	0	0.0148899932712824	0.0175759979590548	0	0.00163593462353299	0	0
DMRTA2	0.115474950458402	0.198781753961311	0.102667880550632	0.0979876938005622	0	0	0	0
DMTF1	0.112793185321033	0.111912670469957	0.141999775660115	0.1301943198614	0	0	0	0
DMWD	0	0	0	0	0.333900940574928	0.203652603338924	0.319590344520086	0.246521465943237
DMXL1	0.0203626192638747	0.0124469944029055	0	0	0	0	0.27935735797206	0.227455559599119
DMXL2	0.0127409747438857	0.0215299992845531	0	0	0	0	0.131208882378549	0.102879783407538
DNA2	0	0	0.063719247736106	0.0454425640287317	0.214134164957651	0.176606013602079	0	0
DNAH10	0.0467174698387813	0.103000930763072	0	0	0	0	0.0716942990473293	0.0768975303909195
DNAH11	0	0	0	0	0.00066135781542003	0.0259615691033921	0.108997817696873	0.0909202282881089
DNAH14	0	0	0.405067922938257	0.282329049447908	0.0345867005898284	0.0157319858358155	0	0
DNAH17	0.0810999419620422	0.0576265295664212	0	0	0	0	0.117255574887819	0.0945976009602454
DNAH1	0.285870437751976	0.154507827041976	0	0	0	0	0.101472631425615	0.0860165158246638
DNAH2	0.390915552228538	0.484892677362954	0	0	0	0	0.203963210898322	0.175088924662061
DNAH3	0.0708466279552581	0.136368131777779	0.00694040447180821	0	0	0	0	0.00380860859436759
DNAH5	0.207107109004184	0.267496665627242	0	0	0	0	0.299394204212148	0.275583075817725
DNAH6	0.167627010064884	0.0946166902164721	0	0	0	0	0.031503794735105	0.0511156933528139
DNAH9	0.0799169661482972	0.0557522284810068	0.0593061809425934	0.0227831067642069	0	0	0	0
DNAJA1	0	0	0.169289409086702	0.142326460469504	0.371345887063115	0.465486282934766	0	0
DNAJA2	0.00972913348233417	0	0.02721421162804	0.00496142609746284	0	0.00651037577231227	0	0
DNAJA3	0.00788322468637448	0	0	0	0	0.00379973309143949	0.0081955267976018	0.0185807304359283
DNAJA4	0.0537170587648513	0.052314504118451	0.0333971416021713	0.00987009729650207	0	0	0	0
DNAJB11	0	0	0.348714184236054	0.309032640498976	0.0961741207882645	0.211159652871895	0	0
DNAJB12	0.0263378973989859	0	0	0	0	0.0542846800518713	0.283140303256666	0.232312185552462
DNAJB14	0	0	0.0746100871209614	0.179062128088878	0.154838080658602	0.118266963841879	0	0
DNAJB1	0	0	0.00274561146453827	5.21080551618683e-05	0.0317028979871989	0.0301283700438442	0	0
DNAJB2	0.113512201446354	0.138170931948447	0	0	0	0	0.0998116910478382	0.0496348356622791
DNAJB4	0	0	0.0950328478626673	0.0873573287901075	0.423381672489341	0.333097191802802	0	0
DNAJB5	0.000473489383727942	0	0	0	0	0.00180807674919171	0.0500913567732506	0.0466237318017618
DNAJB6	0	0	0	0	0.217255357568482	0.185160239119113	0.0439734578310662	0.0223454435222553
DNAJB9	0.0356611755434362	0.0174588812199408	0	0	0	0	0.0452400603423275	0.0318156821436117
DNAJC10	0	0	0	0	0.0952229176881658	0.0620059270197094	0.0917467397254059	0.0811127340074201
DNAJC11	0	0	0	0	0.0819865844675964	0.0284683287605647	0.123271288805553	0.1049305115064
DNAJC12	0.0713956764034961	0.0661073622907718	0.0808577146282786	0.052350422437733	0	0	0	0
DNAJC13	0	0	0	0	0.148831585985621	0.0908203518609305	0.138273620171299	0.0772149689322118
DNAJC14	0	0	0	0	0.100086914619241	0.0365171111480504	0.011616933662709	0.00703510778014881
DNAJC15	0	0	0	0	0.0544024316334151	0.12354453064831	0.22603470030049	0.253618816588677
DNAJC16	0	0.0127893875755323	0	0	0.00140801750618622	0	0.0659203809331176	0.0862411909168769
DNAJC17	0.113670089209621	0.102674204474335	0	0	0	0	0.0694529588070485	0.0746424660472013
DNAJC18	0.0877550523222666	0.0421535608896807	0	0	0	0	0.182606088000613	0.192853444367176
DNAJC19	0.0452885320887746	0	0.369632229148109	0.286953012863856	0	0.03846508691884	0	0
DNAJC1	0	0	0	0	0.0566188226921455	0.154495697640614	0.388499221666577	0.418125579860435
DNAJC21	0.0605436327596106	0.0737378438957195	0.070392855532412	0.0785661560402375	0	0	0	0
DNAJC22	0	0.0387584093424461	0	0	0.0282043438306627	0	0.044941999280537	0.0324255917646491
DNAJC24	0	0	0	0	0.106909370204194	0.0733498062674442	0.0928583347360168	0.0820610017908366
DNAJC25	0	0	0.304667285558457	0.231122914541709	0.0334332423903465	0.220137574882322	0	0
DNAJC27	0.234086715226031	0.154200155515126	0.116388692229511	0.0841153186211684	0	0	0	0
DNAJC28	0.488479098900379	0.253386111456869	0	0	0	0	0.137908480420428	0.201210472498684
DNAJC2	0	0.0123401085840037	0.543891225631766	0.579111815042193	0.0370054296113587	0	0	0
DNAJC30	0.168824463466452	0.251427439166781	0.0366244767913047	0.0425697516329388	0	0	0	0
DNAJC3	0	0	0	0	0.0340327238914421	0.0277275462592842	0.220338968333742	0.205373152569875
DNAJC4	0.0500772154349776	0.0466282616720326	0	0	0	0	0.189543955168909	0.170933079840631
DNAJC5B	0.165268534333836	0.322498347129701	0	0	0	0	0.188774783350906	0.238106151462294
DNAJC5	0.0659723634243207	0.02540932703932	0	0	0	0	0.430543844387627	0.326430726448021
DNAJC6	0	0	0.062870370737786	0.0251742225699804	0.0805127643354747	0.010620521718296	0	0
DNAJC7	0	0	0.0711912887008974	0.0140659240287542	0.00134816545465188	0.00556776265349574	0	0
DNAJC8	0	0	0.12082110759332	0.0983946907196645	0.0176652314532266	0.015679311205491	0	0
DNAJC9	0	0	0.000194758017542337	0	0.347096714082231	0.313372278559794	0	0.0142454242757914
DNAL1	0.0330892070421323	0.0185947080862132	0	0	0	0	0.0834861083512034	0.0597074762365188
DNAL4	0.0432070701503386	0.0544703447368421	0	0.0230903578239369	0	0	0.00193545141778783	0
DNALI1	0.621163147203038	0.403413648173822	0	0	0	0	0.134550172607257	0.120706868292779
DNASE1L1	0	0	0	0	0.159085338649446	0.0851266140195874	0.209222569979111	0.10452521978107
DNASE1L3	0.18176650190974	0.196881580755345	0.0140035080225248	0.0129089894230062	0	0	0	0
DNASE1	0	0	0	0	0.101765530676332	0.0631733566740897	0.0656849309427622	0.0578636311432742
DNASE2	0.387121662811846	0.313079958520949	0.271448267215031	0.263591277136271	0	0	0	0
DND1	0.00790012652099802	0	0	0	0	0.0532217420615279	0.321388173980173	0.426816994396824
DNER	0	0	0	0	0.250350002753374	0.282255868755584	0.00463455701761129	0.0448961023637443
DNHD1	0.196922054187597	0.0938397657856998	0	0	0	0	0.00270374188333044	0.00247822120582273
DNLZ	0.0261461104064254	0	0	0	0	0.0253773930428078	0.250628150877383	0.261583008805433
DNM1L	0	0	0.20031562883521	0.168655492685796	0.241237312356578	0.32994828337764	0	0
DNM1P35	0.280775355411923	0.269687457537261	0.0778278453243346	0.0685461331272874	0	0	0	0
DNM1	0	0	0	0	0.0382743980369551	0.0799165727582666	0.00290713827119539	0.0303919991101995
DNM2	0.0839326241867867	0.0173919737089783	0	0	0	0	0.225484559105783	0.209458927556299
DNM3	0.0283428030364143	0.0597680358898804	0	0	0	0	0.0753182926785888	0.0901712702388336
DNMBP	0	0	0.116847255465673	0.145049303634804	0.0877685505782051	0.0410986021566727	0	0
DNMT1	0	0	0.0160486274003604	0.0242015157728132	0.0470578871874977	0.0263569557512377	0	0
DNMT3A	0	0.000327645424401537	0	0	0.0238414216528136	0	0.0176052472384302	0.0177855534549139
DNMT3B	0	0	0	0	0.0400229688089741	0.0382014497260868	0.0726432554558057	0.0777528281836168
DNPEP	0	0	0	0	0.0354265674695445	0.0129042894866523	0.205692358327211	0.281386493031551
DNTTIP1	0.036888908979345	0.0249485154663029	0	0	0	0	0.0381712085240019	0.0416422928439812
DNTTIP2	0	0	0.110863166822083	0.111150792661723	0.152182384672156	0.181298361708918	0	0
DOC2A	0.0203584881091633	0.0179456284213159	0.210349958832914	0.166633662284901	0	0	0	0
DOC2B	0	0	0	0	0.0259263833478448	0.0522371462407856	0.0867325781102253	0.119673083938427
DOCK10	0	0	0	0	0.0306654018534833	0.0108079062446701	0.0451486211154934	0.0269270036680156
DOCK11	0	0	0	0	0.03332322799517	0.0151048286992021	0.113606951764758	0.0808932753043229
DOCK1	0.0869466528316491	0.0506279936999737	0	0	0	0	0.239112807692135	0.180843098316428
DOCK2	0.0222078105960392	0.0637770263628307	0	0	0	0	0.211013478801181	0.174007871667844
DOCK3	0.0119723747093685	0.0819075173053926	0	0	0	0	0.0360597394437542	0.0515175601246404
DOCK4	0.106945324974961	0.157323185725237	0	0	0	0	0.0219358266824001	0.037132670695822
DOCK5	0	0.00557890533563887	0	0	0.0599222604892827	0	0.279065175226394	0.206370011324774
DOCK6	0.0800393000746782	0.0991457527324142	0	0	0	0	0.36540421838041	0.315442265683945
DOCK7	0	0	0	0	0.259599678443575	0.120890056131399	0.0219167957571983	0.00700559723191113
DOCK8	0.0772433589202098	0.154244493997487	0	0	0	0	0.273164349746768	0.237970251796395
DOCK9	0.0683459262547529	0.122902932295074	0	0	0	0	0.302371915576146	0.242145323106642
DOHH	0.00311099800068129	0.0121678414111204	0	0	0	0	0.0272797280966695	0.0133586923602319
DOK1	0.275884423868028	0.346935524257609	0	0	0	0	0.0753018115739887	0.0880400795066187
DOK2	0.0662250199583239	0.135304441481634	0	0	0	0	0.210503196001779	0.181329884255795
DOK3	0.0449352382250837	0.0745091022709106	0	0	0	0	0.249691651001795	0.250842321465317
DOK4	0.209725122476479	0.248035686167638	0	0	0	0	0.271896834332783	0.219860512836485
DOK5	0	0	0	0	0.010874131770011	0.00901563947244205	0.118664122268514	0.0855840167579197
DOK6	0.0838520523394614	0.0679233903153789	0	0	0	0	0.0592193734407309	0.078822030234496
DOK7	0	0	0	0	0.00224231492011069	0.0271516619950706	0.185834234412986	0.157434838781266
DOLK	0.0594206338349792	0.0290588361325695	0.120466634169642	0.064094775994258	0	0	0	0
DOLPP1	0.105784514055607	0.0459734501352049	0.060309142754532	0.0163963000433556	0	0	0	0
DOM3Z	0.206178723285687	0.101810711756401	0	0	0	0	0.0385051128873969	0.0550569126799108
DONSON	0	0	0.206531600698623	0.145676870010375	0.235640156183466	0.203846261628371	0	0
DOPEY1	0.232545392251141	0.252259456187468	0	0	0	0	0.156199993655982	0.132824107592729
DOPEY2	0.053978284332767	0.121414448479505	0	0	0	0	0.0857814476138638	0.038129801947032
DOT1L	0	0	0	0	0.0348463913722518	0.045343400574202	0.0447589468669522	0.0476217923878038
DPAGT1	0	0.00131564089181778	0	0	0.0377495706603718	0	0.0664560506157414	0.0519116330477396
DPCD	0	0	0	0	0.0156615896227224	0.0838558584236693	0.026604094852408	0.0332253561993076
DPEP1	0	0	0	0	0.0314822517017434	0.00274072077711111	0.381838010602478	0.328005924005361
DPEP2	0.157524643935302	0.199555900013763	0	0	0	0	0.281007021564128	0.297547508726523
DPF2	0	0.0892230883135729	0.091400306046655	0.0997331984832357	0.00941197119835055	0	0	0
DPH1	0.160519395399695	0.150378344692624	0	0	0	0	0.140771979040359	0.15670495869601
DPH2	0	0.00469411052095299	0	0	0.0143479993883716	0	0.154151179545742	0.196803752751236
DPH3B	0	0	0	0	0.158357723371863	0.202594919085867	0.231748927495503	0.2249470693446
DPH3	0	0	0	0	0.00286626652321862	0.0689425544551133	0.0211530194891865	0.0650357904039435
DPH5	0	0	0.253756637880019	0.198780527266197	0.111561131645011	0.118672906753995	0	0
DPM1	0.0301842014296392	0.0142549483750522	0.335933049533875	0.335667932319802	0	0	0	0
DPM2	0.124735153951898	0.0354486921056864	0.0316158881126167	0.0104956023832168	0	0	0	0
DPM3	0.103870914757976	0.0392517288674652	0.0867355970819614	0.0894489654474908	0	0	0	0
DPP3	0	0	0	0	0.0517011723698798	0.0387460184751174	0.28203010562864	0.236940955434266
DPP4	0.0903059391725561	0.246827592468951	0	0	0	0	0.470018281530208	0.422835778421297
DPP7	0.149191110920844	0.0734605737934212	0	0	0	0	0.179908224304995	0.218789995167839
DPP8	0	0.012240390361153	0	0	0.0954471210809686	0	0.0258999086969206	0.0101411502883187
DPP9	0	0.0517265793000963	0	0	0.00479648345231345	0	0.0577171216712348	0.00215923630999153
DPT	0.0142893123785892	0.0159471382415145	0	0	0	0	0.207023751729305	0.224155385275247
DPY19L1	0	0	0.206942488071484	0.207279802209873	0.240856999966397	0.0703129329812467	0	0
DPY19L2P2	0	0	0.06832587816931	0.0668988010525211	0.00126983397321369	0.0177143982252796	0	0
DPY19L2	0	0	0.535955974206407	0.417506264541576	0.0315605127051784	0.0683276767204395	0	0
DPY19L3	0	0.0181879287647072	0	0	0.00194881072809091	0	0.118411449694143	0.0798377526876349
DPY19L4	0	0	0.0881131641310504	0.0801744862380592	0.220174300377858	0.209790274470073	0	0
DPY30	0.0253611472722037	0	0.315428619081383	0.249092595422857	0	0.0103280429057556	0	0
DPYD	0.00322957361550042	0.0168017472821602	0	0	0	0	0.229750359777094	0.209472023620512
DPYSL2	0.201955783811249	0.172426813443631	0	0	0	0	0.307724661034512	0.282790940201313
DPYSL3	0.0293167626120893	0.112542793130561	0	0	0	0	0.0676306228709941	0.0631306662681395
DPYSL4	0	0	0.0702371164567549	0.0874850176800886	0.0567117413130338	0.0685530182771658	0	0
DR1	0	0	0.104715479129972	0.126220976728311	0.176468486939706	0.152337640091879	0	0
